0,프리바이오틱(이소말토올리고당),프리바이오틱스 체내 효소 분해 되지 않기 흡수 되지 않고 도달 하는 올리고당 장내 미생물 먹이 사용 되어 장내 균총 개선 시키는 보고 되고
180,강황추출물(curcuma longa)(뿌리)(총커큐미노이드 95%로 표준화),강황 뿌리에서 추출되는 폴리페놀 성분인 커큐민은 강력한 항산화 효능을 가져 해로운 활성산소를 없앤다 면역 기능 저하는 물론 당뇨병 치매 등 다양한 질병과 연관된 산화 스트레스로부터 우리 몸을 보호한다 커큐민은 암을 예방하고 치료하는 데에 효과가 있는 것으로 알려졌다
181,생강분말(zingiber officinale)(뿌리),생강가루효능1관절염 증상 통증완화 소염작용 생강의 진저롤성분이 소염작용을 해준다고 합니다  풍부한 항산화물질 함유 생강에는 플라보노이드 풀리페놀 성분이 항산화작용을 해준다고 합니다  여성질환예방 생강응 따뜻한 성질의 식품이기에  혈관질환예방과 콜레스테롤 감소
182,맥주 효모,맥주효모에 함유된 베타글루칸은 침입한 병균을 죽일 수 있도록 면역세포를 활성화하는 효능을 갖고 있다 활성화된 면역세포는 병원균을 직접 잡아먹거나 항체를 생성해 면역력을 증진한다 베타글루칸 섭취 시 감기 발생 빈도가 줄어들고 감기에 걸리더라도 쉽게 회복할 수 있다
183,홍국쌀 분말(monascus purpureus),이상의 결과로부터 홍국쌀의 섭취가 혈액과 간의 지질 대사 개선 효능을 가지며 항산화효소의 활성화를 통해 ROS에 의한 세포 손상을 억제할 뿐 아니라 LDL 콜레스테롤의 산화도 억제할 것으로 예상되므로 심혈관계 질환에 대한 예방 효과가 있을 것으로 사료된다
184,레시틴(대두에서 추출),레시틴 역할 영양소 흡수 지용성 비타민 흡수 노폐물 배출 대사 관여 콜레스테롤 가용 화 관여 하여 혈중 콜레스테롤 감소 시킨다 당뇨병 예방 신장 기능 유지 기능 정상화 소화 성 향상 뇌 기능 향상 노인성 치매 예방 효과
185,히알루론산(소듐하이알루로네이트),천연 보습 성분 소듐 알루 트는 히알루론산 많이 불려 짐 피부 콜라겐 엘라스 틴 사이 채우고 있는 바탕 물질 수분 증발 막지하여 피부 거칠어지지 않도록 도와주는 대표 보습 성분 천 연 보습 성분 피부 건조하지 않게 수분 공급
186,사과펙틴분말,펙틴은 대부분의 과일에 함유되어 있지만 사과에 함유된 펙틴의 항암효과가 가장 높은 것으로 밝혀졌습니다 사과는 가공품보다는 자연 그대로 먹는 편이 식이섬유를 통째로 섭취할 수 있어 '대장 청소부'로서의 효과가 높습니다
187,생강건조추출물(zingiber officinale)(뿌리),- 생강 추출물은 비장세포 증식능과 복강 대식세포에 의한 사이토카인 분비능을 상승시킴으로서 면역 기관의 주요 기능을 증진시키는 것으로 사료되었음
188,애플 사이다 식초(아세틱애씨드 5%),애플사이다비니거(사과초모식초) 효능다이어트 효율 개선체중·혈당 감소인슐린 감수성 개선
189,콜라겐,콜라겐 연골 연골 세포 활성화 시켜 콜라겐 콜라겐 싸고 있는 프로테오글리칸 만들어내는 유전자 자극시킨다 이를 통해 증가 된 연 골조직 콜라겐 퇴 행성 관절염 발생 하는 연 골조직 연골 골 손상 억제시키며 근본 관절 관리 가능하다
190,염화물,틸피리디늄 염화물 Quaternary Ammonium Compound 구중청량제 양이온 성 살균제 사용 며 구강 질환 병원균 세포막 투과성 변화 하여 항균 작용 다고 보고 되었다 10 )
191,붕소,붕소 세포 벽 형성 안정화 회화 목 질부 구분 관여 합니다 뿌리 꽃 과일 새로운 조직 정상 생장 위해 필요합니다 붕소 꽃가루 생 성과 꽃가루 형성 활성화 역할 있습니다 부족한 붕소 공급 꽃 과일 잘 만들어지지 않게 합니다
192,니켈,니켈 과류 김치 녹차 초콜릿 식품 함유 돼 있는데 연구 따르면 니켈 함유 된 식품 섭취 제한 하는 두드러기 피부 발진 증상 완화 할 있는 나타났다
193,바나듐,일부 연구 따르면 바나듐 콜레스테롤 수치 낮추어 심 혈관 질환 발병 예방 하는것으로 나타났습니다 바나듐 조직 배양 인간 전립선 암 세포 성장 억제 뼈 암 ( 골 종양 ) 간암 감소 시키는 나타났습니다
194,라이코펜,라이코펜 사람 몸 가장 흔한 카로티노이드 효능 좋은 항산화 물질 알려져 있습니다 암 관상동맥 질환 노화 라이코펜 ( lycopen ) 항산화 능력 통한 질병예방 효과 다양한 건강 증진 효과 대해 설명 하는 연구 보고 되고 있습니다
195,타트체리추출물(prunus cerasus)(열매)(10:1 추출물 700mg),슈퍼푸드로 알려진 타트체리는 멜라토닌 안토시아닌 베타카로틴 비타민 등 다양한 영양소가 함유돼 있어 수면의 질 개선 피부 콜라겐 강화 항염증 다이어트 뇌 건강 등에 효능이 있는 것으로 알려져 있다
196,유기농강황(curcuma longa)가루(뿌리),강황 효능 대표적인 강황 효과 7가지항염증 효과 커큐민은 강력한 항염증 효과를 가지고 있습니다  담즙분비 및 숙취해소 강황은 담즙분비를 촉진시키는 이담 작용을 통해 간기능에 도움을 줄 수 있습니다  다이어트  변비  혈액순환과 콜레스테롤  치매  항산화 효과
197,강황(curcuma longa)추출물(뿌리)(총 커큐미노이드 95%로 표준화),강황 뿌리에서 추출되는 폴리페놀 성분인 커큐민은 강력한 항산화 효능을 가져 해로운 활성산소를 없앤다 면역 기능 저하는 물론 당뇨병 치매 등 다양한 질병과 연관된 산화 스트레스로부터 우리 몸을 보호한다 커큐민은 암을 예방하고 치료하는 데에 효과가 있는 것으로 알려졌다
198,매스틱검(유향나무)(줄기/가지),매스틱 검은 우리 몸에서 어떤 작용을 수행하나요? 헬리코박터 파일로리균은 위염 소화성 궤양 질환 및 위암의 주요 요인 중 하나로 알려져 있는데 매스틱 검은 신체내 헬리코박터 파일로리균에 항균 작용을 하여 위궤양 및 십이지장 궤양을 관리하는 데에 도움을 준다
199,l-알라닌,알코올 대사 촉진 숙취 개선 하는 효과 있다고 알려져 있습니다 알라닌 글루타민 알코올 대사 촉진 아니라 간경화 개선 효과 알려져 있습니다 간장 대부분 절제 쥐 알라닌 글루타민 투여 결과 재생 촉진 되었다는 연구 결과 있습니다
200,l-아르기닌,“최근의 연구들은 L-아르지닌 보충제가 미토콘드리아 생합성과 갈색지방세포 조직의 발전을 촉진시킨다고 밝혔고 (중략) 따라서 L-아르지닌은 지방량 감소 근육량의 증가 신진대사의 향상에 비용 대비 효과가 좋은 성분이자 안전한 성분이다”
201,l-아스파르트산,이 아스파르트산은 에너지를 생성하는 crebs회로의 필수 물질이기도 한데 urea cycle을 통한 암모니아의 제거 피로에 대한 저항성 증가 지구력 증가를 위해 쓰인다 purine의 전구체로서 핵산 합성에 쓰이기도 한다
202,l-글루탐산,( 다시마 버섯 쑥 일부 들어있습니다 ) 글루타민산 나트륨 적정 섭취 하게 되면 뇌 기능 활성화 시키는 효능 볼 있는데요 글루타민산 뇌 세포 유연성 증진 시켜주는 기능 하기 입니다
203,l-프롤린,프롤린 L - 라이신 비타민 C 콜라겐 형성 돕기 위해 이드 록시 리그닌 이드 록시 프롤린 전환 되며 면역 력 강화 항산화 상태 개선 건강 영양 흡수 촉진 신진 대사 촉진 심장 근육 유지 강화 도움 됩니다
204,l-세린,엘-세린(L-serine) 및 식용피 추출물을 유효성분으로 포함하는 신경발달장애 자폐스펙트럼자폐스펙트럼자폐 스펙트럼 또는 자폐 스펙트럼 장애(영어: Autism Spectrum Disorders ASD)는 자폐 장애를 비롯하여 자폐증의 진단기준은 충족하지 않으나 전체 또는 일부 특징이 비슷한 여러 증후군을 모은 개념이다https://kowikipediaorg › wiki › 자폐_스펙트럼자폐 스펙트럼 - 위키백과 우리 모두의 백과사전장애 지적장애 학습장애 언어장애 주의력결핍과잉행동장애 정서장애 운동장애 집중력장애 및 기억장애로 이루어지는 군으로부터 선택되는 질환의 예방 또는 치료용 약학적 조성물
205,트랜스지방,트랜스지방 섭취량 체내 축 적량 높으면 유방암 대장암 유발 가능성 높아지며 1일 열량 섭취 트랜스지방 차지 하는 비율 평균 3% 2% 낮추면 2 형 당뇨병 발병 40% 정도 줄여주는 보고 연 결과
206,isoflex 분리 유청 단백질,일부 연구에 따르면 유청단백질이 신체능력을 향상시키고 운동 후 회복속도를 개선하며 근육피로감 예방 포만감 및 체중조절 같은 효과를 주는 것으로 알려져 있습니다
207,l-알지닌,“ 최근 연구 L - 아르 지닌 보충 미토콘드리아 생 합성 갈색 지방세포 조직 발전 촉진 시킨다고 밝혔고 ( 중략 ) L - 아르 지닌은 지방 량 감소 량 증가 신진대사 향상 비용 대비 효과 좋은 성분 이자 안전한 성분 ”
208,l- 루신,류신 ( Leucine ) 은 인체 근육 합성 과정 신호 전달 역할 하는 필수 아미노산 한다 체내 자연 생 성 되지 않아 음식 해서만 섭취 할 있으며 단백질 분해 막고 합성 촉진 시켜 체내 량 유지 거나 늘리는 중요한 역할 하는 알려져
209,l- 알라닌,알코올 대사를 촉진 숙취를 개선하는 효과가 있다고 알려져 있습니다 알라닌과 글루타민은 알코올 대사의 촉진뿐만 아니라 간경화의 개선에도 효과적이라고 알려져 있습니다 간장의 대부분을 절제한 쥐에게 알라닌과 글루타민을 각각 투여한 결과 간 재생이 촉진되었다는 연구 결과가 있습니다
210,l- 아르기닌,“최근의 연구들은 L-아르지닌 보충제가 미토콘드리아 생합성과 갈색지방세포 조직의 발전을 촉진시킨다고 밝혔고 (중략) 따라서 L-아르지닌은 지방량 감소 근육량의 증가 신진대사의 향상에 비용 대비 효과가 좋은 성분이자 안전한 성분이다”
211,l- 아스파르트 산,이 아스파르트산은 에너지를 생성하는 crebs회로의 필수 물질이기도 한데 urea cycle을 통한 암모니아의 제거 피로에 대한 저항성 증가 지구력 증가를 위해 쓰인다 purine의 전구체로서 핵산 합성에 쓰이기도 한다
212,l- 글루탐산,글루타민산 나트륨 적정 섭취 하게 되면 뇌 기능 활성화 시키는 효능 볼 있는데요 글루타민산 뇌 세포 유연성 증진 시켜주는 기능 하기 입니다
213,l-glycine,L-Glycine 글리신(가결아미노산) L-Glycine 중추신경계와 전립선의 기능 유지에 필수적이며 간 예방에 씀 체내에서 비필수 아미노산을 생성하는 데 필요 creatine을 공급함으로써 근육의 퇴화를 지연시킨다
214,l- 프롤린,프롤린 L - 라이신 비타민 C 콜라겐 형성 돕기 위해 이드 록시 리그닌 이드 록시 프롤린 전환 되며 면역 력 강화 항산화 상태 개선 건강 영양 흡수 촉진 신진 대사 촉진 심장 근육 유지 강화 도움 됩니다
215,l- 세린,엘 - 세린 ( L - serine ) 식용 피 추출 물 유효 성분 포함 하는 신경 발달장애 자폐 스펙트럼 자폐 스펙트럼 자폐 스펙트럼 자폐 스펙트럼 장애 ( 영어 : Autism Spectrum Disorders ASD ) 는 자폐 장애 비롯 하여 자폐증 진단 기준 충족 하지 않으나 전체 일부 특징 비슷한 증후군 모은 개념 https :// kowikipediaorg › wiki › 자폐 _ 스펙트럼 자폐 스펙트럼 - 위키 백 백과사전 장애 지적장애 학습장애 언어장애 주의력 결핍 과잉행동 장애 정서장애 운동 장애 집중 력 장애 억 장애 이루어지는 선택 되는 질환 예방 치료 용 학적 조성 물
216,l-알라닌,알코올 대사를 촉진 숙취를 개선하는 효과가 있다고 알려져 있습니다 알라닌과 글루타민은 알코올 대사의 촉진뿐만 아니라 간경화의 개선에도 효과적이라고 알려져 있습니다 간장의 대부분을 절제한 쥐에게 알라닌과 글루타민을 각각 투여한 결과 간 재생이 촉진되었다는 연구 결과가 있습니다
217,l-아르기닌,“최근의 연구들은 L-아르지닌 보충제가 미토콘드리아 생합성과 갈색지방세포 조직의 발전을 촉진시킨다고 밝혔고 (중략) 따라서 L-아르지닌은 지방량 감소 근육량의 증가 신진대사의 향상에 비용 대비 효과가 좋은 성분이자 안전한 성분이다”
218,l-아스파르트산,아스파르트산 에너지 생 성하는 crebs 회로 필수 물질 urea cycle 통한 암모니아 제거 피로 대한 저항 성 증가 지구력 증가 위해 쓰인다 purine 구체 로서 핵산 합성 쓰이기도 한다
219,l-글루탐산,글루타민산 나트륨 적정 섭취 하게 되면 뇌 기능 활성화 시키는 효능 볼 있는데요 글루타민산 뇌 세포 유연성 증진 시켜주는 기능 하기 입니다
220,l-프롤린,프롤린 L - 라이신 비타민 C 콜라겐 형성 돕기 위해 이드 록시 리그닌 이드 록시 프롤린 전환 되며 면역 력 강화 항산화 상태 개선 건강 영양 흡수 촉진 신진 대사 촉진 심장 근육 유지 강화 도움 됩니다
221,l-세린,엘 - 세린 ( L - serine ) 식용 피 추출 물 유효 성분 포함 하는 신경 발달장애 자폐 스펙트럼 자폐 스펙트럼 자폐 스펙트럼 자폐 스펙트럼 장애 ( 영어 : Autism Spectrum Disorders ASD ) 는 자폐 장애 비롯 하여 자폐증 진단 기준 충족 하지 않으나 전체 일부 특징 비슷한 증후군 모은 개념 https :// kowikipediaorg › wiki › 자폐 _ 스펙트럼 자폐 스펙트럼 - 위키 백 백과사전 장애 지적장애 학습장애 언어장애 주의력 결핍 과잉행동 장애 정서장애 운동 장애 집중 력 장애 억 장애 이루어지는 선택 되는 질환 예방 치료 용 학적 조성 물
222,l-글루타민(자유형),L-글루타민은 뇌 건강에 도움을 준다 장누수증후군 과민성대장증후군 우울증 지방간 예방에 기여한다 면역력 향상 피부미용 근육 성장도 돕는다 섭취량은 하루 2~5g이다
223,l-알지닌 hci,정자 생 성 촉진 아연 카르니틴 coenzyme Q 10 병용 하여 불임 치료 성장호르몬 방출 촉진 작용 근육 보존 체지방 감소 작용 다양한 효능 역할 하고 있습니다
224,트리블러스 테레스트리스(90% 사포닌으로 표준화[675 mg]),트리블러스 테레스트리스 (Tribulus운동성능 향상 남가새는 호르몬의 조절을 통한 빠른 근육의 증가와 회복의 가속화 및 지구력 증가를 원하시는 선수들에게 적합한 식품입니다  성욕 증가  발기 부전의 치료
225,d-아스파르트산,D-아스파르트산은 테스토스테론 외에도 프로게스테론 황체 형성 호르몬 (LH) 옥시토신 프로락틴 성장 호르몬 및 근육 발달 성기능 생식 및 혈압과 관련된 호르몬 생산을 촉진합니다
226,l- 글루타민 / 글루탐산,L - 글루타민 뇌 건강 도움 준다 누수 증후군 과민성 대장 증후군 우울증 지방간 예방 기여 다 면역 력 향상 피부 미용 근육 성장 돕는다
227,베타알라닌(betasynth),베타알라닌은 근육의 기능을 유지하는 데 중요한 아미노산이다 체내에서 자연적으로 합성되는 베타알라닌은 다른 화학 물질과 작용해 카르노신이라는 물질을 생성한다 카르노신은 근육에 저장되는데 근육의 pH 수준을 유지하는 역할을 맡는다
228,l-카르니틴l-타르타르산염(l-카르니틴 1000mg 공급),엘카르니틴(L카르니틴)은 근육에 에너지를 공급하는 데 중요한 역할을 합니다 지방산을 세포로 이동시켜 에너지로 전환하고 운동시에는 체지방을 연료로 사용하도록 핵심적인 역할을 합니다 신진대사를 촉진하고 운동 중 성능과 지구력을 향상시킵니다 에너지 회복에 도움이 됩니다
229,분지사슬아미노산(bcaa) 2:1:,운동 전이나 운동 중 또는 운동 후에 분지사슬아미노산 (BCAA)을 섭취할 경우 피로가 감소하고 근육이 성장이 증가하며 운동 후 회복력이 개선되고 집중력이 높아지며 운동 능력을 향상시키며 체중 감량을 증가시킬 수 있습니다
230,r-알파 리포산 (125mg의 활성 r (+) ala 이성질체 생성),R-리포산은 세포 및 미토콘드리아 항산화 활성을 증가시키고 노화와 관련된 미토콘드리아 붕괴를 방지합니다 이 때문에는 노화와 산화 스트레스의 증가는 감소 될 수 있다고 한다 R-리포산은 신경 보호적이며 노화와 관련된 인지 결핍을 늦추는 동시에 기억력을 향상시키는 것으로 나타났습니다
231,l-카르니틴 l-타르타르산염,엘 카르니틴 ( L 카르니틴 ) 은 근육 에너지 공급 하는 중요한 역할 합니다 지방산 세포 이동 시켜 에너지 전환 운동 체지방 연료 사용 하도록 핵심 역할 합니다 신진대사 촉진 운동 성능 지구력 향상 시킵니다 에너지 회복 도움 됩니다
232,그린 커피(coffea robusta) 콩 추출물(클로로겐산 50%),그린 커피빈 핵심 성분 클로로겐산 포도당 흡수 억 제한 다 에너지 원인 포도당 흡수 되지 않아 부족한 에너지 보충 하기 위해 몸속 있는 체지방 에너지 전환 하는 과정 체지방 연소 될
233,l-글루타민,인체 전반 기능 저하 되어 있는 중환자 글루타민 점막 세포 위축 방지 기능 온전 하게 유지 하기 경장 액 사용 됩니다 둘째 심각한 화상 외상 입은 환자 사용 됩니다
234,그린 커피(coffea robusta)콩 추출물(클로로겐산 50%),그 증거로 여러 연구에서 그린커피콩 추출물이 인슐린 수치를 낮추고 기초대사를 높일 수 있다는 것이 밝혀졌으며 장에서 지방과 포도당의 흡수를 낮추고 포만감을 주어 체중감량에 도움이 될 수 있다는 점이 증명되었습니다
235,l-카르니틴 l-타르타르산염(lclt),엘카르니틴(L카르니틴)은 근육에 에너지를 공급하는 데 중요한 역할을 합니다 지방산을 세포로 이동시켜 에너지로 전환하고 운동시에는 체지방을 연료로 사용하도록 핵심적인 역할을 합니다 신진대사를 촉진하고 운동 중 성능과 지구력을 향상시킵니다 에너지 회복에 도움이 됩니다
236,베타-알라닌(betasynth™),베타알라닌은 근육의 기능을 유지하는 데 중요한 아미노산이다 체내에서 자연적으로 합성되는 베타알라닌은 다른 화학 물질과 작용해 카르노신이라는 물질을 생성한다 카르노신은 근육에 저장되는데 근육의 pH 수준을 유지하는 역할을 맡는다
237,비터 멜론 추출물(momordica charantia 과일),비터멜론으로 알려진 여주(Momordica charantia)는 항암 항바이러스 항균 항염증 진통 및 산화방지제를 포함한 흥미로운약리활성이 있다고 알려져 있다
238,l-리신,⊙ 효능연골조직을 만드는 섬유질 합성 항체 소화액 분비 부신기능 조절헤르페스 바이러스로 인한 입술물집 예방 및 개선 효과모든 단백질구성의 필수 재료 아동의 성장과 뼈의 생성에 직접 관여성인의 칼슘 흡수 촉진 질소의 평형유지작용 관장
239,아이런,오늘은 빈혈 예방 탈모 개선 운동 능력 향상에 좋다고 알려져 있는 #철분 에 대해 알아보는 시간을 갖도록 하겠습니다 철분은 영양분으로 에너지를 생성하는 역할을 하는 몸의 성장을 위한 필수 영양소입니다
240,포타슘,이제 칼륨 섭취의 중요성에 대해 연구를 통해 보다 자세히 살펴보겠습니다혈압 감소 고혈압은 각종 심뇌혈관 질환의 발생 및 사망 위험을 크게 높이는 위험 인자인데요  심혈관 질환 사망률 감소 또한 칼륨은 심장 건강을 지켜주기도 하는데요  신장 결석 발생 위험 감소
241,알지닌,아르기닌은 두피에 전달되는 혈관을 확장시켜 줍니다 이는 모발로 이어지는 영양분과 산소 공급에도 도움을 주는데요 이는 건강한 모발을 가꾸는 데 효과가 있습니다 앞서 아르기닌의 산화질소(NO) 생성을 통해 혈관이 확장되어 혈류와 순환이 개선될 수 있다고 말씀드렸습니다
242,타이로신,우울증 불면증 예방 위해 결핍 되어서는 안되는 아미노산 갑상선 저하 증 환자 부족한 경우 많습니다 피로 감 무기 력 감 무드 스윙 감정 상태 개선 스트레스 상황 기억 력 집중 력 높이는데 도움 됩니다
243,녹색커피(커피콩 추출물 클로로겐산 50%),그린 커피빈 클로로겐산 AMPK 효소 활성화 시켜 체지방 감소 도움 주는 메커니즘 있습니다 체내 AMPK 활성화 되면 지방산 합성 과정 가는 경로 막아 지방산 합성 감소 시키며 지방산 산화 촉진 합니다
244,l-카르니틴,L-카르니틴 효능이 궁금해요1 체지방 감소 L-카르니틴의 가장 대표적인 효능은 지방을 분해시키는 거예요  운동능력 향상 L-카르니틴 복용 시 혈류를 증가시켜 근육의 활성도를 향상시키는 역할을 해준다고 해요심장 보호  혈당 조절
245,바이오틴,비오틴은 비타민 B군에 속하며 비타민H라고도 불린다비오틴을 먹어야 할 4가지 이유1 탈모를 예방한다  손톱을 단단하게 만든다  에너지를 생성한다  당뇨와 다이어트에 도움이 된다
246,가수분해 콜라겐 펩타이드,2019년 이후 많은 연구 논문 경구 가수분해 저분자 콜라겐 마린 콜라겐 펩타이드 피부 회복 피부 재생 안티 이징 피부 수분 력 향상 도움 된다는 보고 내놓기 시작 합니다
247,l-타이로신,우울증 불면증 예방 위해 결핍 되어서는 안되는 아미노산 갑상선 저하 증 환자 부족한 경우 많습니다 피로 감 무기 력 감 무드 스윙 감정 상태 개선 스트레스 상황 기억 력 집중 력 높이는데 도움 됩니다
248,호로파(trigonella foenum graecum 씨)추출물,연구에 따르면 호로파 추출물은 콜레스테롤을 줄여주는 것으로 나타났는데 특히 지질단백질인 (LDL)을 줄여줍니다 호로파는 스테로이드 사포닌이 풍부하게 함유된 것으로 알려져 있는데 이는 콜레스테롤과 트리글리세라이드(중성지방)가 체내 흡수되는 것을 방지해 줍니다
249,보론시트레이트(붕소 5mg 공급),​붕소는 스테로이드 호르몬과 칼슘 마그네슘 및 비타민D를 포함한 여러 미량 영양소의 대사뿐만 아니라 많은 대사 효소의 활동에 영향을 미치며 골다공증을 예방하며 관절염 및 콜레스테롤을 개선시키는 역할을 할 수 있으며 테스토스테론을 생산하고 사용하는 신체의 능력을 향상시키는 것으로 여겨
250,매스틱 검(pistacia lentiscus),매스틱 위산 균형 통해 점막 보호 함 속 쓰림 위산 분비 위염 위궤양 위암 갈 있는 질환 전체 방한 다 기능 성 소화 불량 효과 껌 같지만 치아 달라붙지 않아 규칙 씹어주면 잇몸 병 충치 방한 다
251,락토페린,락토페린 몸속 염증 예방 하는 효과 임신 양수 안 락토페린 들어 있는데 이는 태아 균 감염 되는 막고 염증 생기는 막는다 락토페린 가장 큰 특징 체내 흡수 된 철분 결 합해 세균 번식 하는 필요한 철분 공급 차단 하는
252,콜린(콜린 비타르트레이트),콜린은 지방 대사에 관여하여 지방간이나 혈중 과다 지방 상태를 예방하는 데 유용한 물질입니다 더불어 콜린의 효율적인 지방 대사는 더 높은 수준의 포만감과 관련이 있어 전반적인 체중 감소에도 도움을 주는데요
253,콜레우스 포스콜리(뿌리) 추출물(포스콜린 10%[10mg]),첫 번째 콜레우스 포스콜리는 지방을 분해하는 효소인 리파아제를 활성화해서 체내 지방을 감소시키는 효과 가 있어요 그리고 두 번째로는 신진 대사를 증가시켜 체지방이 쌓이지 않고 연소 되도록 하는 작용 을 해요
254,망고스틴 추출물,효능 효과 : 망고스틴 껍질 많이 포함 되어 있는 크 산톤 과육 포함 된 미네랄 비타민 식이섬유 ( 정장 작용 ) 카테킨 피부 트 * 블 해결 미백 효과 피부 매끄럽게 하는데 탁월한 효과 보 이미 일본 미국 호주 미용 제품 건강 음료 여러가지 제품 출시
255,알파 알파 리포 산,​알파리포산은 암 심장병 및 당뇨병과 같은 질병의 근본 원인 중 하나인 세포 손상을 늦추는데 도움이 될 수 있습니다 또한 신체에서 비타민E 및 비타민C와 같은 필수 비타민 수치를 회복하고 신체가 소화 에너지를 활용하면서 탄수화물 분자를 소화하고 활용하도록 도와줍니다
256,paba(파라-아미노벤젠산),동물실험 의하면 비타민 판토텐산 엽산 사용 하면 흰 머리 자연 색 환원 시키는 효과 있다고 보고 되어 o 판토텐산 ( 비타민 B 5 ) 합성 하도록 도와준다 o 엽산 합성 원료 적혈구 생 성 보 효소 작용 다
257,호박산염,추출물은 in vitro실험에서 항산화 및 항암효과가 보고되었 고(4) 호박의 과육부위의 탄수화물로는 포도당 과당 설탕 등이 주를 이루며 세린과 아스파르트산 등의 아미노산 함 량이 높아 위장이 약한 사람이나 회복기의 환자 부종의 완화(5)
258,아르테미시닌,개똥쑥에 함유된 아르테미신은 피부 과민 반응에 대한 억제작용이 있고 플라보노이드 성분은 항산화 항암효과를 가지고 있음이 보고되었다 임상 시험 결과로 구강 점막염 신경성 피부염 여름의 입마름 다한증 체력저하에도 유효함이 알려져 있다
259,흑호두 껍질,흑 호두 과피 추출 물 피부 각질 세포 HaCaT 세포 적용 했을 250 µ g / mL 926% 포 생존 율 미치는 영향 현저 히 낮았고 500 µ g / mL 농도 6735% nitric oxide ( NO ) 생 성 억제 되었으며 100 µ g / mL 농도 비타민 C 31
260,보론(붕산),보론의 건강효과는 크게 3가지이며 뼈 건강 항암(특히 전립선 자궁 경부 폐) 건강한 노화입니다
261,제아잔틴,루테인 제아 잔틴 눈 건강 유지 하는 중요한 역할 합니다 색소 침착 높은 에너지 발산 하는 태양광 차단 함 기저 조직 손상 되지 않게 보호 합니다 산화 스트레스 인한 황반 손상 막아주는 항산화 영양소 합니다
262,퀘르세틴,퀘르세틴(케르세틴)의 대표적으로 알려져 있는 효능은 크게 5가지입니다 항산화 작용: 퀘르세틴은 파이토케미컬의 일종으로 폴리페놀 성분이 체내 활성산소를 없앱니다   항염 작용:   암 억제 및 예방:   심장질환 심혈 관계 질환의 예방:   알레르기 질환 예방:
263,빌베리(열매)추출물(안토시아닌 25%로 표준화),빌 베리 추출 물 Anthocyanidin ( Anthocyanidins ) 은 Anthocyanidins 25 % 함유 있습니다 빌 베리 추출 물이 야간 시력 향상 시킨다는 사실 연구 하루 근시 전체 시력 향상 시키는 나타났습니다
264,락토페린(소)(우유),락토페린 우유 특히 소의 초유 같은 외부 분비물 당 단백질 초유 함유 된 락토페린 양은 우유 농도 20 배 더 높으며 항균활 성 암 예방 항 바이러스 활 성과 같은 다양한 생체 활 성 기능 가진다 ( Lu 2007 )
